片   片,"片   片     one-sided   ヘン、かた hen, kata    Strokes: 4"
補   衣,"補   衣     supplement   ホ、おぎな-う ho, ogina-u    Strokes: 12"
暮   日,"暮   日     livelihood   ボ、く-れる、く-らす bo, ku-reru, ku-rasu    Strokes: 14"
宝   宀,"宝   宀     treasure   ホウ、たから hō, takara    Strokes: 8"
訪   言,"訪   言     visit   ホウ、おとず-れる、たず-ねる hō, otozu-reru, tazu-neru    Strokes: 11"
亡   亠,"亡   亠     deceased   ボウ、（モウ）、な-い bō, (mō), na-i    Strokes: 3"
忘   心,"忘   心     forget   ボウ、わす-れる bō, wasu-reru    Strokes: 7"
棒   木,棒   木     rod   ボウ bō    Strokes: 12
枚   木,枚   木     sheet of...   マイ mai    Strokes: 8
幕   巾,"幕   巾     curtain   マク、バク maku, baku    Strokes: 13"
密   宀,密   宀     secrecy   ミツ mitsu    Strokes: 11
盟   皿,盟   皿     alliance   メイ mei    Strokes: 13
模   木,"模   木     imitation   モ、ボ mo, bo    Strokes: 14"
訳   言,"訳   言     translate   ヤク、わけ yaku, wake    Strokes: 11"
郵   邑,郵   邑     mail   ユウ yū    Strokes: 11
優   人,"優   人     superior   ユウ、やさ-しい、すぐ-れる yū, yasa-shii, sugu-reru    Strokes: 17"
幼   幺,"幼   幺     infancy   ヨウ、おさな-い yō, osana-i    Strokes: 5"
欲   欠,"欲   欠     longing   ヨク、ほっ-する、ほ-しい yoku, ho'-suru, ho-shii    Strokes: 11"
翌   羽,翌   羽     the following   ヨク yoku    Strokes: 11
乱   乙,"乱   乙     riot   ラン、みだ-れる、みだ-す ran, mida-reru, mida-su    Strokes: 7"
卵   卩,"卵   卩     egg   ラン、たまご ran, tamago    Strokes: 7"
覧   見,覧   見     perusal   ラン ran    Strokes: 17
裏   衣,"裏   衣     back   リ、うら ri, ura    Strokes: 13"
律   彳,"律   彳     law   リツ、（リチ） ritsu, (richi)    Strokes: 9"
臨   臣,"臨   臣     look to   リン、のぞ-む rin, nozo-mu    Strokes: 18"
朗   月,"朗   月     melodious   ロウ、ほが-らか rō, hoga-raka    Strokes: 10"
論   言,論   言     theory   ロン ron    Strokes: 15
亜   二,亜   二     sub-   ア a    Strokes: 7
哀   口,"哀   口     pathetic   アイ、あわ-れ、あわ-れむ ai, awa-re, awa-remu    Strokes: 9"
挨   手,挨   手     push open   アイ ai    Strokes: 10
曖   日,曖   日     not clear   アイ ai    Strokes: 17
握   手,"握   手     grip   アク、にぎ-る aku, nigi-ru    Strokes: 12"
扱   手,扱   手     handle   あつか-う atsuka-u    Strokes: 6
宛   宀,宛   宀     allocate   あ-てる a-teru    Strokes: 8
嵐   山,嵐   山     storm   あらし arashi    Strokes: 12
依   人,"依   人     reliant   イ、（エ） i, (e)    Strokes: 8"
威   女,威   女     intimidate   イ i    Strokes: 9
為   爪,為   爪     do   イ i    Strokes: 9
畏   田,"畏   田     fear   イ、おそ-れる i, oso-reru    Strokes: 9"
尉   寸,尉   寸     military officer   イ i    Strokes: 11
萎   艸,"萎   艸     wither   イ、な-える i, na-eru    Strokes: 11"
偉   人,"偉   人     admirable   イ、えら-い i, era-i    Strokes: 12"
椅   木,椅   木     chair   イ i    Strokes: 12
彙   彐,彙   彐     same kind   イ i    Strokes: 13
違   辵,"違   辵     differ   イ、ちが-う、ちが-える i, chiga-u, chiga-eru    Strokes: 13"
維   糸,維   糸     fiber   イ i    Strokes: 14
慰   心,"慰   心     consolation   イ、なぐさ-める、なぐさ-む i, nagusa-meru, nagusa-mu    Strokes: 15"
緯   糸,緯   糸     horizontal   イ i    Strokes: 16
壱   士,壱   士     one (falsification prevention)   イチ ichi    Strokes: 7
逸   辵,逸   辵     deviate   イツ itsu    Strokes: 11
茨   艸,茨   艸     thorn   （いばら）[6] (ibara)    Strokes: 9
芋   艸,芋   艸     potato   いも imo    Strokes: 6
咽   口,咽   口     throat   イン in    Strokes: 9
姻   女,姻   女     matrimony   イン in    Strokes: 9
淫   水,"淫   水     lewdness   イン、みだ-ら in, mida-ra    Strokes: 11"
陰   阜,"陰   阜     shade   イン、かげ、かげ-る in, kage, kage-ru    Strokes: 11"
隠   阜,"隠   阜     conceal   イン、かく-す、かく-れる in, kaku-su, kaku-reru    Strokes: 14"
韻   音,韻   音     rhyme   イン in    Strokes: 19
唄   口,唄   口     songs with shamisen   （うた） (uta)    Strokes: 10
鬱   鬯,鬱   鬯     gloom   ウツ utsu    Strokes: 29
畝   田,畝   田     furrow   うね une    Strokes: 10
浦   水,浦   水     bay   うら ura    Strokes: 10
詠   言,"詠   言     recitation   エイ、よ-む ei, yo-mu    Strokes: 12"
影   彡,"影   彡     shadow   エイ、かげ ei, kage    Strokes: 15"
鋭   金,"鋭   金     pointed   エイ、するど-い ei, surudo-i    Strokes: 15"
疫   疒,"疫   疒     epidemic   エキ、（ヤク） eki, (yaku)    Strokes: 9"
悦   心,悦   心     ecstasy   エツ etsu    Strokes: 10
越   走,"越   走     cross over   エツ、こ-す、こ-える etsu, ko-su, ko-eru    Strokes: 12"
謁   言,謁   言     audience   エツ etsu    Strokes: 15
閲   門,閲   門     review   エツ etsu    Strokes: 15
炎   火,"炎   火     inflammation   エン、ほのお en, honoo    Strokes: 8"
怨   心,"怨   心     grudge   エン、オン en, on    Strokes: 9"
宴   宀,宴   宀     banquet   エン en    Strokes: 10
媛   女,媛   女     princess   エン en    Strokes: 12
援   手,援   手     aid   エン en    Strokes: 12
煙   火,"煙   火     smoke   エン、けむ-る、けむり、けむ-い en, kemu-ru, kemuri, kemu-i    Strokes: 13"
猿   犬,"猿   犬     monkey   エン、さる en, saru    Strokes: 13"
鉛   金,"鉛   金     lead   エン、なまり en, namari    Strokes: 13"
縁   糸,"縁   糸     affinity   エン、ふち en, fuchi    Strokes: 15"
艶   色,"艶   色     glossy   エン、つや en, tsuya    Strokes: 19"
汚   水,"汚   水     dirty   オ、けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い o, kega-su, kega-reru, kega-rawashii, yogo-su, yogo-reru, kitana-i    Strokes: 6"
凹   凵,凹   凵     concave   オウ ō    Strokes: 5
押   手,"押   手     push   オウ、お-す、お-さえる ō, o-su, o-saeru    Strokes: 8"
旺   日,旺   日     flourishing   オウ ō    Strokes: 8
欧   欠,欧   欠     Europe   オウ ō    Strokes: 8
殴   殳,"殴   殳     assault   オウ、なぐ-る ō, nagu-ru    Strokes: 8"
翁   羽,翁   羽     venerable old man   オウ ō    Strokes: 10
奥   大,"奥   大     heart   オウ、おく ō, oku    Strokes: 12"
岡   山,岡   山     hill   （おか）[6] (oka)    Strokes: 8
憶   心,憶   心     recollection   オク oku    Strokes: 16
臆   肉,臆   肉     timidity   オク oku    Strokes: 17
虞   虍,虞   虍     uneasiness   おそれ osore    Strokes: 13
乙   乙,乙   乙     the latter   オツ otsu    Strokes: 1
俺   人,"俺   人     I, we   おれ ore    Strokes: 10"
卸   卩,"卸   卩     wholesale   おろ-す、おろし oro-su, oroshi    Strokes: 9"
穏   禾,"穏   禾     calm   オン、おだ-やか on, oda-yaka    Strokes: 16"
佳   人,佳   人     excellent   カ ka    Strokes: 8
苛   艸,苛   艸     torment   カ ka    Strokes: 8
架   木,"架   木     rack   カ、か-ける、か-かる ka, ka-keru, ka-karu    Strokes: 9"
華   艸,"華   艸     splendor   カ、（ケ）、はな ka, (ke), hana    Strokes: 10"
菓   艸,菓   艸     confectionery   カ ka    Strokes: 11
渦   水,"渦   水     whirlpool   カ、うず ka, uzu    Strokes: 12"
嫁   女,"嫁   女     marry into   カ、よめ、とつ-ぐ ka, yome, totsu-gu    Strokes: 13"
暇   日,"暇   日     spare time   カ、ひま ka, hima    Strokes: 13"
禍   示,禍   示     calamity   カ ka    Strokes: 13
靴   革,"靴   革     shoes   カ、くつ ka, kutsu    Strokes: 13"
寡   宀,寡   宀     widow   カ ka    Strokes: 14
箇   竹,箇   竹     counters for things   カ ka    Strokes: 14
稼   禾,"稼   禾     earnings   カ、かせ-ぐ ka, kase-gu    Strokes: 15"
蚊   虫,蚊   虫     mosquito   か ka    Strokes: 10
牙   牙,"牙   牙     tusk   ガ、（ゲ）、きば ga, (ge), kiba    Strokes: 4"
瓦   瓦,"瓦   瓦     tile   ガ、かわら ga, kawara    Strokes: 5"
雅   隹,雅   隹     gracious   ガ ga    Strokes: 13
餓   食,餓   食     starve   ガ ga    Strokes: 15
介   人,介   人     jammed in   カイ kai    Strokes: 4
戒   戈,"戒   戈     commandment   カイ、いまし-める kai, imashi-meru    Strokes: 7"
怪   心,"怪   心     suspicious   カイ、あや-しい、あや-しむ kai, aya-shii, aya-shimu    Strokes: 8"
拐   手,拐   手     kidnap   カイ kai    Strokes: 8
悔   心,"悔   心     repent   カイ、く-いる、く-やむ、くや-しい kai, ku-iru, ku-yamu, kuya-shii    Strokes: 9"
皆   白,"皆   白     all   カイ、みな kai, mina    Strokes: 9"
塊   土,"塊   土     clod   カイ、かたまり kai, katamari    Strokes: 13"
楷   木,楷   木     square character style   カイ kai    Strokes: 13
潰   水,"潰   水     crush   カイ、つぶ-す、つぶ-れる kai, tsubu-su, tsubu-reru    Strokes: 15"
壊   土,"壊   土     demolition   カイ、こわ-す、こわ-れる kai, kowa-su, kowa-reru    Strokes: 16"
懐   心,"懐   心     pocket   カイ、ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける kai, futokoro, natsu-kashii, natsu-kashimu, natsu-ku, natsu-keru    Strokes: 16"
諧   言,諧   言     harmony   カイ kai    Strokes: 16
劾   力,劾   力     censure   ガイ gai    Strokes: 8
崖   山,"崖   山     cliff   ガイ、がけ gai, gake    Strokes: 11"
涯   水,涯   水     horizon   ガイ gai    Strokes: 11
慨   心,慨   心     rue   ガイ gai    Strokes: 13
蓋   艸,"蓋   艸     cover   ガイ、ふた gai, futa    Strokes: 13"
該   言,該   言     above-stated   ガイ gai    Strokes: 13
概   木,概   木     outline   ガイ gai    Strokes: 14
骸   骨,骸   骨     dead remains   ガイ gai    Strokes: 16
垣   土,垣   土     hedge   かき kaki    Strokes: 9
柿   木,柿   木     persimmon   かき kaki    Strokes: 9
核   木,核   木     nucleus   カク kaku    Strokes: 10
殻   殳,"殻   殳     husk   カク、から kaku, kara    Strokes: 11"
郭   邑,郭   邑     enclosure   カク kaku    Strokes: 11
較   車,較   車     contrast   カク kaku    Strokes: 13
隔   阜,"隔   阜     isolate   カク、へだ-てる、へだ-たる kaku, heda-teru, heda-taru    Strokes: 13"
獲   犬,"獲   犬     seize   カク、え-る kaku, e-ru    Strokes: 16"
嚇   口,嚇   口     menacing   カク kaku    Strokes: 17
穫   禾,穫   禾     harvest   カク kaku    Strokes: 18
岳   山,"岳   山     point   ガク、たけ gaku, take    Strokes: 8"
顎   頁,"顎   頁     jaw   ガク、あご gaku, ago    Strokes: 18"
掛   手,"掛   手     hang   か-ける、か-かる、かかり ka-keru, ka-karu, kakari    Strokes: 11"
潟   水,潟   水     lagoon   かた kata    Strokes: 15
括   手,括   手     fasten   カツ katsu    Strokes: 9
喝   口,喝   口     hoarse   カツ katsu    Strokes: 11
渇   水,"渇   水     thirst   カツ、かわ-く katsu, kawa-ku    Strokes: 11"
葛   艸,"葛   艸     arrowroot   カツ、くず katsu, kuzu    Strokes: 12"
滑   水,"滑   水     slippery   カツ、コツ、すべ-る、なめ-らか katsu, kotsu, sube-ru, name-raka    Strokes: 13"
褐   衣,褐   衣     brown   カツ katsu    Strokes: 13
轄   車,轄   車     control   カツ katsu    Strokes: 17
且   一,且   一     moreover   か-つ ka-tsu    Strokes: 5
釜   金,釜   金     kettle   かま kama    Strokes: 10
鎌   金,鎌   金     sickle   かま kama    Strokes: 18
刈   刀,刈   刀     reap   か-る ka-ru    Strokes: 4
甘   甘,"甘   甘     sweet   カン、あま-い、あま-える、あま-やかす kan, ama-i, ama-eru, ama-yakasu    Strokes: 5"
汗   水,"汗   水     sweat   カン、あせ kan, ase    Strokes: 6"
缶   缶,缶   缶     tin can   カン kan    Strokes: 6
肝   肉,"肝   肉     liver   カン、きも kan, kimo    Strokes: 7"
冠   冖,"冠   冖     crown   カン、かんむり kan, kanmuri    Strokes: 9"
陥   阜,"陥   阜     collapse   カン、おちい-る、おとしい-れる kan, ochii-ru, otoshii-reru    Strokes: 10"
乾   乙,"乾   乙     dry   カン、かわ-く、かわ-かす kan, kawa-ku, kawa-kasu    Strokes: 11"
勘   力,勘   力     intuition   カン kan    Strokes: 11
患   心,"患   心     afflicted   カン、わずら-う kan, wazura-u    Strokes: 11"
貫   貝,"貫   貝     pierce   カン、つらぬ-く kan, tsuranu-ku    Strokes: 11"
喚   口,喚   口     yell   カン kan    Strokes: 12
堪   土,"堪   土     withstand   カン、た-える kan, ta-eru    Strokes: 12"
換   手,"換   手     interchange   カン、か-える、か-わる kan, ka-eru, ka-waru    Strokes: 12"
敢   攴,敢   攴     daring   カン kan    Strokes: 12
棺   木,棺   木     coffin   カン kan    Strokes: 12
款   欠,款   欠     goodwill   カン kan    Strokes: 12
閑   門,閑   門     leisure   カン kan    Strokes: 12
勧   力,"勧   力     persuade   カン、すす-める kan, susu-meru    Strokes: 13"
寛   宀,寛   宀     tolerant   カン kan    Strokes: 13
歓   欠,歓   欠     delight   カン kan    Strokes: 15
監   皿,監   皿     oversee   カン kan    Strokes: 15
緩   糸,"緩   糸     slacken   カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める kan, yuru-i, yuru-yaka, yuru-mu, yuru-meru    Strokes: 15"
憾   心,憾   心     remorse   カン kan    Strokes: 16
還   辵,還   辵     send back   カン kan    Strokes: 16
環   玉,環   玉     ring   カン kan    Strokes: 17
韓   韋,韓   韋     Korea   カン kan    Strokes: 18
艦   舟,艦   舟     warship   カン kan    Strokes: 21
鑑   金,"鑑   金     specimen   カン、かんが-みる kan, kanga-miru    Strokes: 23"
含   口,"含   口     include   ガン、ふく-む、ふく-める gan, fuku-mu, fuku-meru    Strokes: 7"
玩   玉,玩   玉     trifle with   ガン gan    Strokes: 8
頑   頁,頑   頁     stubborn   ガン gan    Strokes: 13
企   人,"企   人     plan   キ、くわだ-てる ki, kuwada-teru    Strokes: 6"
伎   人,伎   人     deed   キ ki    Strokes: 6
岐   山,岐   山     branch off   キ ki    Strokes: 7
忌   心,"忌   心     mourning   キ、い-む、い-まわしい ki, i-mu, i-mawashii    Strokes: 7"
奇   大,奇   大     strange   キ ki    Strokes: 8
祈   示,"祈   示     pray   キ、いの-る ki, ino-ru    Strokes: 8"
軌   車,軌   車     rut   キ ki    Strokes: 9
既   无,"既   无     previously   キ、すで-に ki, sude-ni    Strokes: 10"
飢   食,"飢   食     hungry   キ、う-える ki, u-eru    Strokes: 10"
鬼   鬼,"鬼   鬼     ghost   キ、おに ki, oni    Strokes: 10"
亀   龜,"亀   龜     turtle   キ、かめ ki, kame    Strokes: 11"
幾   幺,"幾   幺     how many   キ、いく ki, iku    Strokes: 12"
棋   木,棋   木     chess piece   キ ki    Strokes: 12
棄   木,棄   木     abandon   キ ki    Strokes: 13
毀   殳,毀   殳     destroy   キ ki    Strokes: 13
畿   田,畿   田     capital   キ ki    Strokes: 15
輝   車,"輝   車     radiance   キ、かがや-く ki, kagaya-ku    Strokes: 15"
騎   馬,騎   馬     equestrian   キ ki    Strokes: 18
宜   宀,宜   宀     best regards   ギ gi    Strokes: 8
偽   人,"偽   人     falsehood   ギ、いつわ-る、にせ gi, itsuwa-ru, nise    Strokes: 11"
欺   欠,"欺   欠     deceit   ギ、あざむ-く gi, azamu-ku    Strokes: 12"
儀   人,儀   人     ceremony   ギ gi    Strokes: 15
戯   戈,"戯   戈     frolic   ギ、たわむ-れる gi, tawamu-reru    Strokes: 15"
擬   手,擬   手     mimic   ギ gi    Strokes: 17
犠   牛,犠   牛     sacrifice   ギ gi    Strokes: 17
菊   艸,菊   艸     chrysanthemum   キク kiku    Strokes: 11
吉   口,"吉   口     good luck   キチ、キツ kichi, kitsu    Strokes: 6"
喫   口,喫   口     consume   キツ kitsu    Strokes: 12
詰   言,"詰   言     packed   キツ、つ-める、つ-まる、つ-む kitsu, tsu-meru, tsu-maru, tsu-mu    Strokes: 13"
却   卩,却   卩     instead   キャク kyaku    Strokes: 7
脚   肉,"脚   肉     leg   キャク、（キャ）、あし kyaku, (kya), ashi    Strokes: 11"
虐   虍,"虐   虍     tyrannize   ギャク、しいた-げる gyaku, shiita-geru    Strokes: 9"
及   又,"及   又     reach out   キュウ、およ-ぶ、およ-び、およ-ぼす kyū, oyo-bu, oyo-bi, oyo-bosu    Strokes: 3"
丘   一,"丘   一     hill   キュウ、おか kyū, oka    Strokes: 5"
朽   木,"朽   木     decay   キュウ、く-ちる kyū, ku-chiru    Strokes: 6"
臼   臼,"臼   臼     mortar   キュウ、うす kyū, usu    Strokes: 6"
糾   糸,糾   糸     twist   キュウ kyū    Strokes: 9
嗅   口,"嗅   口     smell   キュウ、か-ぐ kyū, ka-gu    Strokes: 13"
窮   穴,"窮   穴     hard up   キュウ、きわ-める、きわ-まる kyū, kiwa-meru, kiwa-maru    Strokes: 15"
巨   工,巨   工     gigantic   キョ kyo    Strokes: 5
拒   手,"拒   手     repel   キョ、こば-む kyo, koba-mu    Strokes: 8"
拠   手,"拠   手     foothold   キョ、コ kyo, ko    Strokes: 8"
虚   虍,"虚   虍     void   キョ、（コ） kyo, (ko)    Strokes: 11"
距   足,距   足     long-distance   キョ kyo    Strokes: 12
御   彳,"御   彳     honorable   ギョ、ゴ、おん gyo, go, on    Strokes: 12"
凶   凵,凶   凵     villain   キョウ kyō    Strokes: 4
叫   口,"叫   口     shout   キョウ、さけ-ぶ kyō, sake-bu    Strokes: 6"
狂   犬,"狂   犬     lunatic   キョウ、くる-う、くる-おしい kyō, kuru-u, kuru-oshii    Strokes: 7"
享   亠,享   亠     receive   キョウ kyō    Strokes: 8
況   水,況   水     condition   キョウ kyō    Strokes: 8
峡   山,峡   山     gorge   キョウ kyō    Strokes: 9
挟   手,"挟   手     pinch   キョウ、はさ-む、はさ-まる kyō, hasa-mu, hasa-maru    Strokes: 9"
狭   犬,"狭   犬     cramped   キョウ、せま-い、せば-める、せば-まる kyō, sema-i, seba-meru, seba-maru    Strokes: 9"
恐   心,"恐   心     fear   キョウ、おそ-れる、おそ-ろしい kyō, oso-reru, oso-roshii    Strokes: 10"
恭   心,"恭   心     respect   キョウ、うやうや-しい kyō, uyauya-shii    Strokes: 10"
脅   肉,"脅   肉     threaten   キョウ、おびや-かす、おど-す、おど-かす kyō, obiya-kasu, odo-su, odo-kasu    Strokes: 10"
矯   矢,"矯   矢     rectify   キョウ、た-める kyō, ta-meru    Strokes: 17"
響   音,"響   音     echo   キョウ、ひび-く kyō, hibi-ku    Strokes: 20"
驚   馬,"驚   馬     wonder   キョウ、おどろ-く、おどろ-かす kyō, odoro-ku, odoro-kasu    Strokes: 22"
仰   人,"仰   人     face-up   ギョウ、（コウ）、あお-ぐ、おお-せ gyō, (kō), ao-gu, oo-se    Strokes: 6"
暁   日,"暁   日     daybreak   ギョウ、あかつき gyō, akatsuki    Strokes: 12"
凝   冫,"凝   冫     congeal   ギョウ、こ-る、こ-らす gyō, ko-ru, ko-rasu    Strokes: 16"
巾   巾,巾   巾     towel   キン kin    Strokes: 3
斤   斤,斤   斤     axe   キン kin    Strokes: 4
菌   艸,菌   艸     germ   キン kin    Strokes: 11
琴   玉,"琴   玉     harp   キン、こと kin, koto    Strokes: 12"
僅   人,"僅   人     a wee bit   キン、わず-か kin, wazu-ka    Strokes: 13"
緊   糸,緊   糸     tense   キン kin    Strokes: 15
錦   金,"錦   金     brocade   キン、にしき kin, nishiki    Strokes: 16"
謹   言,"謹   言     discreet   キン、つつし-む kin, tsutsushi-mu    Strokes: 17"
襟   衣,"襟   衣     collar   キン、えり kin, eri    Strokes: 18"
吟   口,吟   口     versify   ギン gin    Strokes: 7
駆   馬,"駆   馬     drive   ク、か-ける、か-る ku, ka-keru, ka-ru    Strokes: 14"
惧   心,惧   心     dread   グ gu    Strokes: 11
愚   心,"愚   心     foolish   グ、おろ-か gu, oro-ka    Strokes: 13"
偶   人,偶   人     accidentally   グウ gū    Strokes: 11
遇   辵,遇   辵     interview   グウ gū    Strokes: 12
隅   阜,"隅   阜     corner   グウ、すみ gū, sumi    Strokes: 12"
串   丨,串   丨     skewer   くし kushi    Strokes: 7
屈   尸,屈   尸     yield   クツ kutsu    Strokes: 8
掘   手,"掘   手     dig   クツ、ほ-る kutsu, ho-ru    Strokes: 11"
窟   穴,窟   穴     cavern   クツ kutsu    Strokes: 13
熊   火,熊   火     bear   くま kuma    Strokes: 14
繰   糸,繰   糸     winding   く-る ku-ru    Strokes: 19
勲   力,勲   力     meritorious deed   クン kun    Strokes: 15
薫   艸,"薫   艸     fragrant   クン、かお-る kun, kao-ru    Strokes: 16"
刑   刀,刑   刀     punish   ケイ kei    Strokes: 6
茎   艸,"茎   艸     stalk   ケイ、くき kei, kuki    Strokes: 8"
契   大,"契   大     pledge   ケイ、ちぎ-る kei, chigi-ru    Strokes: 9"
恵   心,"恵   心     favor   ケイ、エ、めぐ-む kei, e, megu-mu    Strokes: 10"
啓   口,啓   口     disclose   ケイ kei    Strokes: 11
掲   手,"掲   手     put up (a notice)   ケイ、かか-げる kei, kaka-geru    Strokes: 11"
渓   水,渓   水     mountain stream   ケイ kei    Strokes: 11
蛍   虫,"蛍   虫     lightning-bug   ケイ、ほたる kei, hotaru    Strokes: 11"
傾   人,"傾   人     lean   ケイ、かたむ-く、かたむ-ける kei, katamu-ku, katamu-keru    Strokes: 13"
携   手,"携   手     portable   ケイ、たずさ-える、たずさ-わる kei, tazusa-eru, tazusa-waru    Strokes: 13"
継   糸,"継   糸     inherit   ケイ、つ-ぐ kei, tsu-gu    Strokes: 13"
詣   言,"詣   言     visit a temple   ケイ、もう-でる kei, mō-deru    Strokes: 13"
慶   心,慶   心     jubilation   ケイ kei    Strokes: 15
憬   心,憬   心     long for   ケイ kei    Strokes: 15
稽   禾,稽   禾     consider   ケイ kei    Strokes: 15
憩   心,"憩   心     recess   ケイ、いこ-い、いこ-う kei, iko-i, iko-u    Strokes: 16"
鶏   鳥,"鶏   鳥     chicken   ケイ、にわとり kei, niwatori    Strokes: 19"
迎   辵,"迎   辵     welcome   ゲイ、むか-える gei, muka-eru    Strokes: 7"
鯨   魚,"鯨   魚     whale   ゲイ、くじら gei, kujira    Strokes: 19"
隙   阜,"隙   阜     fissure   ゲキ、すき geki, suki    Strokes: 13"
撃   手,"撃   手     beat   ゲキ、う-つ geki, u-tsu    Strokes: 15"
桁   木,桁   木     beam   けた keta    Strokes: 10
傑   人,傑   人     greatness   ケツ ketsu    Strokes: 13
肩   肉,"肩   肉     shoulder   ケン、かた ken, kata    Strokes: 8"
倹   人,倹   人     frugal   ケン ken    Strokes: 10
兼   八,"兼   八     concurrently   ケン、か-ねる ken, ka-neru    Strokes: 10"
剣   刀,"剣   刀     sabre   ケン、つるぎ ken, tsurugi    Strokes: 10"
拳   手,"拳   手     fist   ケン、こぶし ken, kobushi    Strokes: 10"
軒   車,"軒   車     flats   ケン、のき ken, noki    Strokes: 10"
圏   囗,圏   囗     sphere   ケン ken    Strokes: 12
堅   土,"堅   土     strict   ケン、かた-い ken, kata-i    Strokes: 12"
嫌   女,"嫌   女     dislike   ケン、（ゲン）、きら-う、いや ken, (gen), kira-u, iya    Strokes: 13"
献   犬,"献   犬     offering   ケン、（コン） ken, (kon)    Strokes: 13"
遣   辵,"遣   辵     dispatch   ケン、つか-う、つか-わす ken, tsuka-u, tsuka-wasu    Strokes: 13"
賢   貝,"賢   貝     intelligent   ケン、かしこ-い ken, kashiko-i    Strokes: 16"
謙   言,謙   言     self-effacing   ケン ken    Strokes: 17
鍵   金,"鍵   金     key   ケン、かぎ ken, kagi    Strokes: 17"
繭   糸,"繭   糸     cocoon   ケン、まゆ ken, mayu    Strokes: 18"
顕   頁,顕   頁     appear   ケン ken    Strokes: 18
懸   心,"懸   心     suspend   ケン、（ケ）、か-ける、か-かる ken, (ke), ka-keru, ka-karu    Strokes: 20"
幻   幺,"幻   幺     phantasm   ゲン、まぼろし gen, maboroshi    Strokes: 4"
玄   玄,玄   玄     mysterious   ゲン gen    Strokes: 5
弦   弓,"弦   弓     bowstring   ゲン、つる gen, tsuru    Strokes: 8"
舷   舟,舷   舟     gunwale   ゲン gen    Strokes: 11
股   肉,"股   肉     crotch   コ、また ko, mata    Strokes: 8"
虎   虍,"虎   虍     tiger   コ、とら ko, tora    Strokes: 8"
孤   子,孤   子     orphan   コ ko    Strokes: 9
弧   弓,弧   弓     arc   コ ko    Strokes: 9
枯   木,"枯   木     wither   コ、か-れる、か-らす ko, ka-reru, ka-rasu    Strokes: 9"
雇   隹,"雇   隹     employ   コ、やと-う ko, yato-u    Strokes: 12"
誇   言,"誇   言     boast   コ、ほこ-る ko, hoko-ru    Strokes: 13"
鼓   鼓,"鼓   鼓     drum   コ、つづみ ko, tsuzumi    Strokes: 13"
錮   金,錮   金     tie up   コ ko    Strokes: 16
顧   頁,"顧   頁     look back   コ、かえり-みる ko, kaeri-miru    Strokes: 21"
互   二,"互   二     mutually   ゴ、たが-い go, taga-i    Strokes: 4"
呉   口,呉   口     give   ゴ go    Strokes: 7
娯   女,娯   女     recreation   ゴ go    Strokes: 10
悟   心,"悟   心     enlightenment   ゴ、さと-る go, sato-ru    Strokes: 10"
碁   石,碁   石     Go   ゴ go    Strokes: 13
勾   勹,勾   勹     capture   コウ kō    Strokes: 4
孔   子,孔   子     cavity   コウ kō    Strokes: 4
巧   工,"巧   工     adroit   コウ、たく-み kō, taku-mi    Strokes: 5"
甲   田,"甲   田     armor   コウ、カン kō, kan    Strokes: 5"
江   水,"江   水     inlet   コウ、え kō, e    Strokes: 6"
坑   土,坑   土     pit   コウ kō    Strokes: 7
抗   手,抗   手     confront   コウ kō    Strokes: 7
攻   攴,"攻   攴     aggression   コウ、せ-める kō, se-meru    Strokes: 7"
更   曰,"更   曰     grow late   コウ、さら、ふ-ける、ふ-かす kō, sara, fu-keru, fu-kasu    Strokes: 7"
拘   手,拘   手     arrest   コウ kō    Strokes: 8
肯   肉,肯   肉     agreement   コウ kō    Strokes: 8
侯   人,侯   人     marquis   コウ kō    Strokes: 9
恒   心,恒   心     constancy   コウ kō    Strokes: 9
洪   水,洪   水     deluge   コウ kō    Strokes: 9
荒   艸,"荒   艸     laid waste   コウ、あら-い、あ-れる、あ-らす kō, ara-i, a-reru, a-rasu    Strokes: 9"
郊   邑,郊   邑     outskirts   コウ kō    Strokes: 9
香   香,"香   香     incense   コウ、（キョウ）、か、かお-り、かお-る kō, (kyō), ka, kao-ri, kao-ru    Strokes: 9"
貢   貝,"貢   貝     tribute   コウ、（ク）、みつ-ぐ kō, (ku), mitsu-gu    Strokes: 10"
控   手,"控   手     withdraw   コウ、ひか-える kō, hika-eru    Strokes: 11"
梗   木,梗   木     close up   コウ kō    Strokes: 11
喉   口,"喉   口     throat   コウ、のど kō, nodo    Strokes: 12"
慌   心,"慌   心     disconcerted   コウ、あわ-てる、あわ-ただしい kō, awa-teru, awa-tadashii    Strokes: 12"
硬   石,"硬   石     stiff   コウ、かた-い kō, kata-i    Strokes: 12"
絞   糸,"絞   糸     strangle   コウ、しぼ-る、し-める、し-まる kō, shibo-ru, shi-meru, shi-maru    Strokes: 12"
項   頁,項   頁     paragraph   コウ kō    Strokes: 12
溝   水,"溝   水     gutter   コウ、みぞ kō, mizo    Strokes: 13"
綱   糸,"綱   糸     hawser   コウ、つな kō, tsuna    Strokes: 14"
酵   酉,酵   酉     fermentation   コウ kō    Strokes: 14
稿   禾,稿   禾     draft   コウ kō    Strokes: 15
衡   行,衡   行     equilibrium   コウ kō    Strokes: 16
